,id,book_id,isbn,authors,original_publication_year,title,average_rating,ratings_count,small_image_url
174,175,4502507,739380338,Rick Riordan,2009.0,"The Last Olympian (Percy Jackson and the Olympians, #5)",4.5,397500,https://images.gr-assets.com/books/1327924597s/4502507.jpg
175,176,18342,451169514,Stephen King,1986.0,It,4.18,292592,https://images.gr-assets.com/books/1309376909s/18342.jpg
176,177,7144,143058142,"Fyodor Dostoyevsky, David McDuff",1866.0,Crime and Punishment,4.18,380903,https://images.gr-assets.com/books/1382846449s/7144.jpg
177,178,6514,61148512,Sylvia Plath,1963.0,The Bell Jar,3.98,401605,https://images.gr-assets.com/books/1473890514s/6514.jpg
178,179,252577,7205236,Frank McCourt,1996.0,"Angela's Ashes (Frank McCourt, #1)",4.07,392103,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
179,180,52036,553208845,"Hermann Hesse, Hilda Rosner",1922.0,Siddhartha,3.99,372099,https://images.gr-assets.com/books/1428715580s/52036.jpg
180,181,168642,679745580,Truman Capote,1965.0,In Cold Blood,4.05,381652,https://images.gr-assets.com/books/1424931136s/168642.jpg
181,182,6304335,316042676,"Kami Garcia, Margaret Stohl",2009.0,"Beautiful Creatures (Caster Chronicles, #1)",3.76,436093,https://images.gr-assets.com/books/1327873282s/6304335.jpg
182,183,7171637,1416975861,Cassandra Clare,2010.0,"Clockwork Angel (The Infernal Devices, #1)",4.33,490890,https://images.gr-assets.com/books/1454962884s/7171637.jpg
183,184,39988,141301066,"Roald Dahl, Quentin Blake",1988.0,Matilda,4.29,440743,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
184,185,9361589,385534639,Erin Morgenstern,2011.0,The Night Circus,4.03,429543,https://images.gr-assets.com/books/1387124618s/9361589.jpg
185,186,37470,743227441,Philippa Gregory,2001.0,"The Other Boleyn Girl (The Plantagenet and Tudor Novels, #9)",4.04,381080,https://images.gr-assets.com/books/1355932638s/37470.jpg
186,187,24770,689865384,Scott Westerfeld,2005.0,"Uglies (Uglies, #1)",3.86,449073,https://images.gr-assets.com/books/1443904172s/24770.jpg
187,188,10664113,NA,George R.R. Martin,2011.0,"A Dance with Dragons (A Song of Ice and Fire, #5)",4.31,365954,https://images.gr-assets.com/books/1327885335s/10664113.jpg
188,189,33,618640150,J.R.R. Tolkien,1955.0,"The Lord of the Rings (The Lord of the Rings, #1-3)",4.47,389054,https://images.gr-assets.com/books/1411114164s/33.jpg
189,190,12262741,307592731,Cheryl Strayed,2012.0,Wild: From Lost to Found on the Pacific Crest Trail,3.96,379872,https://images.gr-assets.com/books/1453189881s/12262741.jpg
190,191,472331,930289234,"Alan Moore, Dave Gibbons, John Higgins",1987.0,Watchmen,4.35,398018,https://images.gr-assets.com/books/1442239711s/472331.jpg
191,192,186074,075640407X,Patrick Rothfuss,2007.0,"The Name of the Wind (The Kingkiller Chronicle, #1)",4.55,400101,https://images.gr-assets.com/books/1472068073s/186074.jpg
192,193,3228917,316017922,Malcolm Gladwell,2008.0,Outliers: The Story of Success,4.11,353011,https://images.gr-assets.com/books/1344266315s/3228917.jpg
193,194,153747,142437247,"Herman Melville, Andrew Delbanco, Tom Quirk",1851.0,"Moby-Dick or, The Whale",3.46,358050,https://images.gr-assets.com/books/1327940656s/153747.jpg
194,195,2728527,385340990,"Mary Ann Shaffer, Annie Barrows",2008.0,The Guernsey Literary and Potato Peel Pie Society,4.12,393626,https://images.gr-assets.com/books/1351979318s/2728527.jpg
195,196,5759,393327345,Chuck Palahniuk,1996.0,Fight Club,4.2,365349,https://images.gr-assets.com/books/1357128997s/5759.jpg
196,197,301082,441008534,Charlaine Harris,2001.0,"Dead Until Dark (Sookie Stackhouse, #1)",3.96,420764,https://images.gr-assets.com/books/1468560853s/301082.jpg
197,198,11486,671727796,Alice Walker,1982.0,The Color Purple,4.17,376766,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
198,199,12691,739461192,John Grogan,2005.0,Marley and Me: Life and Love With the World's Worst Dog,4.12,367304,https://images.gr-assets.com/books/1308858322s/12691.jpg
199,200,16299,312330871,Agatha Christie,1939.0,And Then There Were None,4.23,408983,https://images.gr-assets.com/books/1391120695s/16299.jpg
200,201,6411961,385504225,Dan Brown,2009.0,"The Lost Symbol (Robert Langdon, #3)",3.66,369428,https://images.gr-assets.com/books/1358274396s/6411961.jpg
201,202,6339664,1416989412,Becca Fitzpatrick,2009.0,"Hush, Hush (Hush, Hush, #1)",4.0,448166,https://images.gr-assets.com/books/1358261334s/6339664.jpg
202,203,11505797,NA,Jamie McGuire,2011.0,"Beautiful Disaster (Beautiful, #1)",4.15,418309,https://images.gr-assets.com/books/1358259032s/11505797.jpg
203,204,5326,1561797464,Charles Dickens,1843.0,A Christmas Carol,4.02,394540,https://images.gr-assets.com/books/1406512317s/5326.jpg
204,205,43763,345476875,Anne Rice,1976.0,"Interview with the Vampire (The Vampire Chronicles, #1)",3.97,372566,https://images.gr-assets.com/books/1380631642s/43763.jpg
205,206,10507293,62059939,Kiera Cass,2012.0,"The Selection (The Selection, #1)",4.15,505340,https://images.gr-assets.com/books/1322103400s/10507293.jpg
206,207,6853,312362080,Janet Evanovich,1994.0,"One for the Money (Stephanie Plum, #1)",4.03,391007,https://images.gr-assets.com/books/1316730230s/6853.jpg
207,208,6493208,1400052173,Rebecca Skloot,2010.0,The Immortal Life of Henrietta Lacks,4.04,377249,https://images.gr-assets.com/books/1327878144s/6493208.jpg
208,209,23807,99446782,Thomas Harris,1988.0,"The Silence of the Lambs  (Hannibal Lecter, #2)",4.14,351107,https://images.gr-assets.com/books/1390426249s/23807.jpg
209,210,345627,159514174X,Richelle Mead,2007.0,"Vampire Academy (Vampire Academy, #1)",4.14,248283,https://images.gr-assets.com/books/1361098973s/345627.jpg
210,211,40102,316010669,Malcolm Gladwell,2005.0,Blink: The Power of Thinking Without Thinking,3.89,348196,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
211,212,6867,038572179X,Ian McEwan,2001.0,Atonement,3.88,347006,https://images.gr-assets.com/books/1320449708s/6867.jpg
212,213,485894,553213695,"Franz Kafka, Stanley Corngold",1915.0,The Metamorphosis,3.78,364933,https://images.gr-assets.com/books/1359061917s/485894.jpg
213,214,561456,141382899,Rick Riordan,2007.0,"The Titan's Curse (Percy Jackson and the Olympians, #3)",4.33,446668,https://images.gr-assets.com/books/1361038385s/561456.jpg
214,215,9969571,030788743X,Ernest Cline,2011.0,Ready Player One,4.31,349423,https://images.gr-assets.com/books/1500930947s/9969571.jpg
215,216,3153910,1554681723,Garth Stein,2006.0,The Art of Racing in the Rain,4.19,327409,https://images.gr-assets.com/books/1377206302s/3153910.jpg
216,217,21996,739303406,"Erik Larson, Tony Goldwyn",2003.0,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",3.98,309385,https://images.gr-assets.com/books/1312066724s/21996.jpg
217,218,13572249,425263908,Sylvia Day,2012.0,"Bared to You (Crossfire, #1)",4.19,222678,https://images.gr-assets.com/books/1477803272s/13572249.jpg
218,219,11127,66238501,"C.S. Lewis, Pauline Baynes",1956.0,"The Chronicles of Narnia (Chronicles of Narnia, #1-7)",4.24,376385,https://images.gr-assets.com/books/1449868701s/11127.jpg
219,220,3609760,316043133,Mark Cotta Vaz,NA,Twilight: The Complete Illustrated Movie Companion,4.23,291411,https://images.gr-assets.com/books/1352539022s/3609760.jpg
220,221,60748,1558743669,Dave Pelzer,1995.0,"A Child Called ""It"" (Dave Pelzer #1)",4.08,311543,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
221,222,7869,752864327,Robert Ludlum,1980.0,"The Bourne Identity (Jason Bourne, #1)",3.98,327122,https://images.gr-assets.com/books/1335860740s/7869.jpg
222,223,249747,786817879,Eoin Colfer,2001.0,"Artemis Fowl (Artemis Fowl, #1)",3.82,386923,https://images.gr-assets.com/books/1327945104s/249747.jpg
223,224,6487308,385738935,Lauren Kate,2009.0,"Fallen (Fallen, #1)",3.74,395296,https://images.gr-assets.com/books/1440619649s/6487308.jpg
224,225,4406,142000655,John Steinbeck,1952.0,East of Eden,4.35,320919,https://images.gr-assets.com/books/1441547516s/4406.jpg
225,226,5886881,307341569,Gillian Flynn,2009.0,Dark Places,3.92,333452,https://images.gr-assets.com/books/1354988288s/5886881.jpg
226,227,5359,385339089,John Grisham,1993.0,The Client,3.97,320083,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
227,228,228333,312291639,"Emma McLaughlin, Nicola Kraus",2002.0,"The Nanny Diaries (Nanny, #1)",3.4,323762,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
228,229,24213,451527747,"Lewis Carroll, John Tenniel, Martin Gardner",1865.0,Alice's Adventures in Wonderland & Through the Looking-Glass,4.06,340920,https://images.gr-assets.com/books/1327872220s/24213.jpg
229,230,2156,192802631,"Jane Austen, James Kinsley, Deidre Shauna Lynch",1817.0,Persuasion,4.13,365425,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
230,231,556602,312370830,Tatiana de Rosnay,2007.0,Sarah's Key,4.14,312444,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
231,232,43615,452284694,Stephen King,1982.0,"The Gunslinger (The Dark Tower, #1)",3.99,332494,https://images.gr-assets.com/books/1375776480s/43615.jpg
232,233,9712,140003468X,"Gabriel García Márquez, Edith Grossman",1985.0,Love in the Time of Cholera,3.89,283806,https://images.gr-assets.com/books/1327124987s/9712.jpg
233,234,439288,014131088X,Laurie Halse Anderson,1999.0,Speak,4.0,360156,https://images.gr-assets.com/books/1310121762s/439288.jpg
234,235,17802724,399159347,Liane Moriarty,2013.0,The Husband's Secret,3.92,232106,https://images.gr-assets.com/books/1460577225s/17802724.jpg
235,236,1898,385494785,Jon Krakauer,1997.0,Into Thin Air: A Personal Account of the Mount Everest Disaster,4.11,291258,https://images.gr-assets.com/books/1463384482s/1898.jpg
236,237,10592,1416524304,Stephen King,1974.0,Carrie,3.93,356814,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
237,238,242006,031242227X,Augusten Burroughs,2002.0,Running with Scissors,3.7,293878,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
238,239,8908,307346609,Max Brooks,2006.0,World War Z: An Oral History of the Zombie War,4.01,312969,https://images.gr-assets.com/books/1386328204s/8908.jpg
239,240,17212231,385537859,Dan Brown,2013.0,"Inferno (Robert Langdon, #4)",3.8,287533,https://images.gr-assets.com/books/1397093185s/17212231.jpg
240,241,47281,440227534,Lois Lowry,1989.0,Number the Stars,4.11,333638,https://images.gr-assets.com/books/1370917812s/47281.jpg
241,242,13145,446692638,James Patterson,1993.0,"Along Came a Spider (Alex Cross, #1)",4.08,311499,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
242,243,10614,450417395,Stephen King,1987.0,Misery,4.11,334647,https://images.gr-assets.com/books/1270545451s/10614.jpg
243,244,66559,307341542,Gillian Flynn,2006.0,Sharp Objects,3.92,207889,https://images.gr-assets.com/books/1423241485s/66559.jpg
244,245,2839,439366771,Katherine Paterson,1977.0,Bridge to Terabithia,3.98,337644,https://images.gr-assets.com/books/1327880087s/2839.jpg
245,246,30183,312360266,"P.C. Cast, Kristin Cast",2007.0,"Marked (House of Night, #1)",3.79,360044,https://images.gr-assets.com/books/1317067002s/30183.jpg
246,247,36072,743269519,Stephen R. Covey,1989.0,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,4.05,314700,https://images.gr-assets.com/books/1421842784s/36072.jpg
247,248,1622,743477545,"William Shakespeare, Barbara A. Mowat, Paul Werstine, Catherine Belsey",1595.0,A Midsummer Night's Dream,3.94,334241,https://images.gr-assets.com/books/1327874534s/1622.jpg
248,249,4588,618711651,Jonathan Safran Foer,2005.0,Extremely Loud and Incredibly Close,3.97,294726,https://images.gr-assets.com/books/1327879967s/4588.jpg
249,250,11387515,375869026,R.J. Palacio,2012.0,Wonder,4.43,228538,https://images.gr-assets.com/books/1309285027s/11387515.jpg
250,251,233093,039480001X,Dr. Seuss,1957.0,The Cat in the Hat,4.15,314016,https://images.gr-assets.com/books/1468890477s/233093.jpg
251,252,11235712,312641893,Marissa Meyer,2012.0,"Cinder (The Lunar Chronicles, #1)",4.15,427663,https://images.gr-assets.com/books/1470056948s/11235712.jpg
252,253,16160797,316206849,"Robert Galbraith, J.K. Rowling",2013.0,"The Cuckoo's Calling (Cormoran Strike, #1)",3.83,297712,https://images.gr-assets.com/books/1358716559s/16160797.jpg
253,254,6068551,545123267,Maggie Stiefvater,2009.0,"Shiver (The Wolves of Mercy Falls, #1)",3.78,356625,https://images.gr-assets.com/books/1409283154s/6068551.jpg
254,255,662,452011876,"Ayn Rand, Leonard Peikoff",1957.0,Atlas Shrugged,3.68,283295,https://images.gr-assets.com/books/1405868167s/662.jpg
255,256,49436,143038257,"Greg Mortenson, David Oliver Relin",2006.0,Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,3.64,283516,https://images.gr-assets.com/books/1395407074s/49436.jpg
256,257,13023,517223627,"Jane Carruth, Lewis Carroll, Rene Cloke",1865.0,Alice in Wonderland,4.03,343252,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
257,258,1232,143034901,"Carlos Ruiz Zafón, Lucia Graves",2001.0,"The Shadow of the Wind (The Cemetery of Forgotten Books,  #1)",4.24,263685,https://images.gr-assets.com/books/1344545047s/1232.jpg
258,259,7631105,385738757,James Dashner,2010.0,"The Scorch Trials (Maze Runner, #2)",3.93,305643,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
259,260,4865,NA,Dale Carnegie,1936.0,How to Win Friends and Influence People,4.13,282623,https://images.gr-assets.com/books/1442726934s/4865.jpg
260,261,480479,767900383,Frances Mayes,1996.0,Under the Tuscan Sun,3.72,279264,https://images.gr-assets.com/books/1320524083s/480479.jpg
261,262,19486412,399167064,Liane Moriarty,2014.0,Big Little Lies,4.2,306186,https://images.gr-assets.com/books/1492239430s/19486412.jpg
262,263,24337,590920685,Gail Carson Levine,1997.0,Ella Enchanted,3.97,339117,https://images.gr-assets.com/books/1410727190s/24337.jpg
263,264,3876,743297334,Ernest Hemingway,1926.0,The Sun Also Rises,3.83,284988,https://images.gr-assets.com/books/1331828228s/3876.jpg
264,265,14891,61120073,Betty  Smith,1943.0,A Tree Grows in Brooklyn,4.24,291909,https://images.gr-assets.com/books/1327883484s/14891.jpg
265,266,13148,446677388,James Patterson,1995.0,"Kiss the Girls (Alex Cross, #2)",3.93,274639,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
266,267,21853621,312577222,Kristin Hannah,2015.0,The Nightingale,4.54,253606,https://images.gr-assets.com/books/1451446316s/21853621.jpg
267,268,6334,1400078776,Kazuo Ishiguro,2005.0,Never Let Me Go,3.8,294123,https://images.gr-assets.com/books/1353048590s/6334.jpg
268,269,366522,786890754,Cecelia Ahern,2003.0,P.S. I Love You,4.01,262921,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
269,270,12873,1844080382,"Daphne du Maurier, Sally Beauman",1938.0,Rebecca,4.2,177384,https://images.gr-assets.com/books/1327871977s/12873.jpg
270,271,18373,156030306,Daniel Keyes,1966.0,Flowers for Algernon,4.07,313044,https://images.gr-assets.com/books/1367141311s/18373.jpg
271,272,6952,552995878,"Laura Esquivel, Thomas  Christensen, Carol Christensen",1989.0,Like Water for Chocolate,3.94,263199,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
272,273,1103,812968069,Lisa See,2005.0,Snow Flower and the Secret Fan,4.05,280475,https://images.gr-assets.com/books/1327880508s/1103.jpg
273,274,22034,451205766,"Mario Puzo, Robert Thompson, Peter Bart",1969.0,The Godfather,4.36,256480,https://images.gr-assets.com/books/1394988109s/22034.jpg
274,275,49750,525476881,John Green,2006.0,An Abundance of Katherines,3.63,312754,https://images.gr-assets.com/books/1360206426s/49750.jpg
275,276,29579,553803719,Isaac Asimov,1951.0,Foundation (Foundation #1),4.13,279688,https://images.gr-assets.com/books/1417900846s/29579.jpg
276,277,15783514,62255657,Neil Gaiman,2013.0,The Ocean at the End of the Lane,3.99,293844,https://images.gr-assets.com/books/1497098563s/15783514.jpg
277,278,30118,60513063,Shel Silverstein,1981.0,A Light in the Attic,4.34,297861,https://images.gr-assets.com/books/1427169918s/30118.jpg
278,279,29056083,751565350,"John Tiffany, Jack Thorne, J.K. Rowling",2016.0,"Harry Potter and the Cursed Child - Parts One and Two (Harry Potter, #8)",3.75,270603,https://images.gr-assets.com/books/1470082995s/29056083.jpg
279,280,11614718,61726834,Lauren Oliver,2011.0,"Delirium (Delirium, #1)",3.99,256975,https://images.gr-assets.com/books/1327890411s/11614718.jpg
280,281,32499,385339704,John Grisham,1992.0,The Pelican Brief,3.95,288376,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
281,282,17061,61139378,Neil Gaiman,2002.0,Coraline,4.03,316379,https://images.gr-assets.com/books/1493497435s/17061.jpg
282,283,12067,60853980,"Terry Pratchett, Neil Gaiman",1990.0,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",4.25,298304,https://images.gr-assets.com/books/1392528568s/12067.jpg
283,284,70401,140042598,Jack Kerouac,1955.0,On the Road,3.64,246602,https://images.gr-assets.com/books/1413588576s/70401.jpg
284,285,16181775,1476729085,Graeme Simsion,2013.0,"The Rosie Project (Don Tillman, #1)",4.01,251703,https://images.gr-assets.com/books/1371651741s/16181775.jpg
285,286,3063499,446579939,Nicholas Sparks,2008.0,The Lucky One,4.1,267166,https://images.gr-assets.com/books/1420816338s/3063499.jpg
286,287,2122,451191153,"Ayn Rand, Leonard Peikoff",1943.0,The Fountainhead,3.85,244545,https://images.gr-assets.com/books/1491163636s/2122.jpg
287,288,19691,425172902,Tom Clancy,1984.0,"The Hunt for Red October (Jack Ryan Universe, #4)",4.01,270318,https://images.gr-assets.com/books/1281995542s/19691.jpg
288,289,76620,038039586X,Richard Adams,1972.0,"Watership Down (Watership Down, #1)",4.05,292426,https://images.gr-assets.com/books/1405136931s/76620.jpg
289,290,10335308,307886263,Mindy Kaling,2011.0,Is Everyone Hanging Out Without Me? (And Other Concerns),3.84,290674,https://images.gr-assets.com/books/1443264638s/10335308.jpg
290,291,3591262,375414495,Abraham Verghese,2009.0,Cutting for Stone,4.28,258319,https://images.gr-assets.com/books/1327931601s/3591262.jpg
291,292,140225,006112527X,"C.S. Lewis, Pauline Baynes",1951.0,"The Voyage of the Dawn Treader (Chronicles of Narnia, #3)",4.08,306492,https://images.gr-assets.com/books/1343185059s/140225.jpg
